SUCCESS,FIX_NLCF_DURATION_MS,FIX_BORROW_DURATION_MS,FIX_LIFETIME_CARGO_MS,CARGO_CYCLES,TOTAL_DURATION_MS,TOTAL_DURATION_S,COMMIT,COMMIT_URL,FAILED_AT,PROJECT,BRANCH,PROJECT_SIZE,SRC_SIZE,CALLER_SIZE,NUM_INPUTS,FEATURES,NOTES
true,47,80,805,0,934,0.934,"e124fabbbe959ebb47f195c4b65e1a24102edb8a
","https://github.com/sewenthy/kickoff/commit/e124fabbbe959ebb47f195c4b65e1a24102edb8a
",,kickoff,ext3-expr-active,1487,124,34,2,[],
true,75,77,693,0,846,0.846,"9e3145c30bb0898f33346469524f2e1b585d13b9
","https://github.com/sewenthy/kickoff/commit/9e3145c30bb0898f33346469524f2e1b585d13b9
",,kickoff,ext4-expr-active,1486,123,21,3,"[""immutable_borrow"",""mutable_borrow""]",IJ failed because of deref
true,51,57,913,0,1023,1.0230000000000001,"afbb9f45dea848f975a509e0391e9558f42039b3
","https://github.com/sewenthy/sniffnet/commit/afbb9f45dea848f975a509e0391e9558f42039b3
",,sniffnet,inline-ext1-expr-active,7283,352,72,3,"[""immutable_borrow""]",all elidible lifetimes
false,76,80,594,1,751,0.751,"58d100882c19ff2b4f5312a3c8878d2eee845980
","https://github.com/sewenthy/sniffnet/commit/58d100882c19ff2b4f5312a3c8878d2eee845980
",cargo,sniffnet,inline-ext2-expr-active,7304,179,182,6,"[""immutable_borrow"",""non_elidible_lifetimes""]","technial; need to introduce A{x=*x} if taken x as reference and init struct, IJ failed borrowing, RA figured out Copy"
true,68,74,841,0,983,0.983,"fd2711cdf1bd75ad4f3b5bd5df7167158bdcc0af
","https://github.com/sewenthy/sniffnet/commit/fd2711cdf1bd75ad4f3b5bd5df7167158bdcc0af
",,sniffnet,ext1-expr-active,7269,67,53,3,"[""immutable_borrow"",""mutable_borrow""]",
true,74,80,846,0,1001,1.0010000000000001,"86e1d57798f2f0f4df5bfdfc1eadebcdbd9d2c9b
","https://github.com/sewenthy/sniffnet/commit/86e1d57798f2f0f4df5bfdfc1eadebcdbd9d2c9b
",,sniffnet,ext2-expr-active,7269,98,98,4,"[""mutable_borrow""]",path-ed receiver
true,76,49,796,0,922,0.922,"48da161e9a0d837e24aeca091631d345bfc0fa42
","https://github.com/sewenthy/sniffnet/commit/48da161e9a0d837e24aeca091631d345bfc0fa42
",,sniffnet,ext3-expr-active,7269,189,28,2,[],
true,57,78,872,0,1008,1.008,"2823489cc23cea04d2353bd15bfca071686aa0fa
","https://github.com/sewenthy/sniffnet/commit/2823489cc23cea04d2353bd15bfca071686aa0fa
",,sniffnet,ext4-expr-active,7270,190,66,2,"[""immutable_borrow""]",
true,52,57,891,0,1001,1.0010000000000001,"34987229b1020054855d9792b22ec076df4adf0d
","https://github.com/sewenthy/sniffnet/commit/34987229b1020054855d9792b22ec076df4adf0d
",,sniffnet,ext5-expr-active,7269,339,47,5,[],lots of references but all elidible
true,81,86,811,0,979,0.979,"8207f70fd5edb2398398ef4f917f6723778dfea8
","https://github.com/sewenthy/sniffnet/commit/8207f70fd5edb2398398ef4f917f6723778dfea8
",,sniffnet,ext6-expr-active,7269,339,25,2,"[""mutable_borrow""]",IJ failed no de-ref
true,78,56,837,0,972,0.972,"a88c8ea23cfafbf6327c9fc3e60d3adcf6186b78
","https://github.com/sewenthy/sniffnet/commit/a88c8ea23cfafbf6327c9fc3e60d3adcf6186b78
",,sniffnet,ext7-expr-active,7270,340,84,1,[],
true,43,75,867,0,986,0.986,"aab4a30659f8b908b8ce8b530b16bcad88460e2f
","https://github.com/sewenthy/beerus/commit/aab4a30659f8b908b8ce8b530b16bcad88460e2f
",,beerus,ext-com1-expr-active,302,63,27,0,[],small use of async
